,x,y,sdi_cat,Country Code,pred,ineff,year
624,3.9889840465642745,-4.438774693496392,high,CMR,-3.499332786832378,0.9325032806321965,2015
625,4.04305126783455,-4.749906198011967,low,GIN,-3.474791883596432,1.2680639739851733,2015
626,4.110873864173311,-3.969625427348583,high,SDN,-3.4440079857237413,0.5222967416025132,2015
627,4.1588830833596715,-4.084031346700922,medium,SEN,-3.42221750165878,0.6587454794960392,2015
628,4.174387269895637,-4.442311634119285,medium,GNB,-3.4151805042865764,1.0194046300742323,2015
629,4.276666119016055,-3.979034491266361,high,MRT,-3.3687592254268277,0.6067547475835579,2015
630,4.30406509320417,-4.812393081555072,high,NGA,-3.3563238848246293,1.4506982826085135,2015
631,4.343805421853684,-4.156382991984054,high,GHA,-3.3382874484080354,0.8137924988735742,2015
632,4.382026634673881,-4.256901156010567,medium,AGO,-3.3209406644602666,0.9307088338256504,2015
633,4.406719247264253,-4.035703956360412,medium,DJI,-3.309733966047279,0.718837404445954,2015
634,4.48863636973214,-4.098002297876752,medium,COM,-3.2725565879142358,0.8186960775726755,2015
635,4.499809670330265,-3.876570196001663,high,KEN,-3.2674857491964286,0.6050503747476448,2015
636,4.718498871295094,-4.8031603137548675,medium,SLE,-3.1682401341927635,1.62677716006619,2015
637,4.770684624465665,-4.3399896184594615,high,LSO,-3.144558103318703,1.186735251207305,2015
638,4.77912349311153,-4.303751679230276,medium,LBR,-3.1407285565122143,1.1553922287350715,2015
639,5.0106352940962555,-4.060874038330251,high,ZWE,-3.035767666857626,1.018996733829856,2015
640,5.159055299214529,-3.1459170567418893,high,MAR,-2.9688434036271985,0.17531773414717006,2015
641,5.545177444479562,-2.6564044235471345,high,TUN,-2.7980810618529373,0.0,2015
642,5.598421958998375,-3.1875998302954716,high,DZA,-2.775087521755158,0.4109779926015621,2015
643,5.720311776607412,-3.6152402067069898,high,GAB,-2.723107266724121,0.884404044369506,2015
644,6.040254711277414,-3.9201528881915286,high,GNQ,-2.591910902800082,1.313436064710003,2015
645,6.054439346269371,-3.792957177345263,high,BWA,-2.586297616689436,1.1953240125420763,2015
646,6.169610732491456,-2.691892702245884,high,MUS,-2.5414449289053183,0.1501627094610343,2015
647,6.331501849893691,-2.5584680916688756,high,SYC,-2.480743608673425,0.07735163255488452,2015
648,6.333279628139691,-3.6982228433895807,high,NAM,-2.480093277796008,1.2074788909573106,2015
649,6.419994928147142,-3.7666795181718724,high,ZAF,-2.448824839389883,1.3100834055960282,2015
650,1.791759469228055,-4.656621558380656,low,SOM,-4.539652859503256,0.11580717862132728,2016
651,2.70805020110221,-4.006051036358052,medium,ERI,-4.098170968349826,0.0,2016
652,3.1354942159291497,-4.162221208739469,medium,MDG,-3.8922384895809548,0.2676525805015093,2016
653,3.258096538021482,-4.13567338828155,low,ETH,-3.833172185299357,0.3001384271890214,2016
